0|iata_code|1|name_eng|2|city_rus|3|country_rus
AQI|AQI|Qaisumah|Qaisumah|Кайсумах|Кайсумах|Саудовская Аравия|Саудовская Аравия
AQJ|AQJ|King Hussein Intl|King Hussein Intl|Акаба|Акаба|Иордания|Иордания
AQM|AQM|Ariquemes|Ariquemes|||Бразилия|Бразилия
AQP|AQP|Rodriguez Ballon|Rodriguez Ballon|Арекуипа|Арекуипа|Перу|Перу
AQS|AQS|Saqani|Saqani|Сакани|Сакани|Фиджи|Фиджи
AQY|AQY|Alyeska|Alyeska|||США|США
ARA|ARA|Acadiana Regional|Acadiana Regional|||США|США
ARB|ARB|Municipal|Municipal|||США|США
ARC|ARC|Arctic Village|Arctic Village|||США|США
ARD|ARD|Alor Island|Alor Island|Алор-Айленд|Алор-Айленд|Индонезия|Индонезия
ARE|ARE|Arecibo|Arecibo|||Пуэрто Рико|Пуэрто Рико
ARF|ARF|Acaricuara|Acaricuara|||Колумбия|Колумбия
ARG|ARG|Walnut Ridge|Walnut Ridge|||США|США
ARH|ARH|Talagi|Talagi|Архангельск|Архангельск|Россия|Россия
ARI|ARI|Chacalluta|Chacalluta|Арика|Арика|Чили|Чили
ARJ|ARJ|Arso|Arso|Арсо|Арсо|Индонезия|Индонезия
ARK|ARK|Arusha|Arusha|Аруша|Аруша|Танзания|Танзания
ARL|ARL|Arly|Arly|Арли|Арли|Буркина-Фасо|Буркина-Фасо
ARM|ARM|Armidale|Armidale|Армидаль|Армидаль|Австралия|Австралия
ARN|ARN|Arlanda|Arlanda|Стокгольм|Стокгольм|Швеция|Швеция
ARO|ARO|Arboletas|Arboletas|Арболетас|Арболетас|Колумбия|Колумбия
ARP|ARP|Aragip|Aragip|Араджип|Араджип|Папуа - Новая Гвинея|Папуа - Новая Гвинея
ARQ|ARQ|Arauquita|Arauquita|Араукита|Араукита|Колумбия|Колумбия
ARR|ARR|Alto Rio Senguerr|Alto Rio Senguerr|Альто-Рио-Сенгерр|Альто-Рио-Сенгерр|Аргентина|Аргентина
ARS|ARS|Aragarcas|Aragarcas|||Бразилия|Бразилия
ART|ART|Watertown|Watertown|||США|США
ARU|ARU|Aracatuba|Aracatuba|||Бразилия|Бразилия
ARV|ARV|Noble F. Lee|Noble F. Lee|||США|США
ARW|ARW|Arad|Arad|Арад|Арад|Румыния|Румыния
ARX|ARX|Asbury Park|Asbury Park|||США|США
ARY|ARY|Ararat|Ararat|||Австралия|Австралия
ASA|ASA|Assab International|Assab International|Ассаб|Ассаб|Эритрея|Эритрея
ASB|ASB|Ashgabat|Ashgabat|Ашхабад|Ашхабад|Туркменистан|Туркменистан
ASC|ASC|Ascension|Ascension|Аскеншн|Аскеншн|Боливия|Боливия
ASD|ASD|Andros Town|Andros Town|||Багамские острова|Багамские острова
ASE|ASE|Aspen|Aspen|Аспен|Аспен|США|США
ASF|ASF|Astrakhan|Astrakhan|Астрахань|Астрахань|Россия|Россия
ASG|ASG|Ashburton|Ashburton|Ашбертон|Ашбертон|Новая Зеландия|Новая Зеландия
ASH|ASH|Boire Field|Boire Field|||США|США
ASI|ASI|Wideawake Field|Wideawake Field|||Остров святой Елены|Остров святой Елены
ASJ|ASJ|Amami O Shima|Amami O Shima|Амами-О-Сима|Амами-О-Сима|Япония|Япония
ASK|ASK|Yamoussoukro|Yamoussoukro|||Кот д&#039;Ивуар|Кот д&#039;Ивуар
ASL|ASL|Harrison County|Harrison County|Маршалл|Маршалл|США|США
ASM|ASM|Yohannes IV|Yohannes IV|||Эритрея|Эритрея
ASN|ASN|Talladega|Talladega|Талладега|Талладега|США|США
ASO|ASO|Asosa|Asosa|Асоса|Асоса|Эфиопия|Эфиопия
ASP|ASP|Alice Springs|Alice Springs|Элис Спрингз|Элис Спрингз|Австралия|Австралия
ASQ|ASQ|Austin|Austin|Остин|Остин|США|США
ASR|ASR|Erkilet International Airport|Erkilet International Airport|Кайсери|Кайсери|Турция|Турция
AST|AST|Astoria|Astoria|||США|США
ASU|ASU|Silvio Pettirossi|Silvio Pettirossi|Асунсьон|Асунсьон|Парагвай|Парагвай
ASV|ASV|Amboseli|Amboseli|Амбосели|Амбосели|Кения|Кения
ASW|ASW|Aswan|Aswan|Асуан|Асуан|Египет|Египет
ASX|ASX|Ashland|Ashland|Эшленд|Эшленд|США|США
ASY|ASY|Ashley|Ashley|||США|США
ASZ|ASZ|Asirim|Asirim|Асирим|Асирим|Папуа - Новая Гвинея|Папуа - Новая Гвинея
ATA|ATA|Anta|Anta|Анта|Анта|Перу|Перу
ATB|ATB|Atbara|Atbara|Атбара|Атбара|Судан|Судан
ATD|ATD|Atoifi|Atoifi|Атоифи|Атоифи|Соломоновы острова|Соломоновы острова
ATE|ATE|Antlers|Antlers|||США|США
ATF|ATF|Chachoan|Chachoan|Амбато|Амбато|Эквадор|Эквадор
ATG|ATG|Attock|Attock|||Пакистан|Пакистан
ATH|ATH|Eleftherios Venizelos|Eleftherios Venizelos|Афины|Афины|Греция|Греция
ATI|ATI|Artigas|Artigas|Артигас|Артигас|Уругвай|Уругвай
ATJ|ATJ|Antsirabe|Antsirabe|Анцирабе|Анцирабе|Мадагаскар|Мадагаскар
ATK|ATK|Atqasuk|Atqasuk|||США|США
ATL|ATL|Hartsfield-jackson Atlanta International|Hartsfield-jackson Atlanta International|||США|США
ATM|ATM|Altamira|Altamira|||Бразилия|Бразилия
ATN|ATN|Namatanai|Namatanai|Наматанай|Наматанай|Папуа - Новая Гвинея|Папуа - Новая Гвинея
ATO|ATO|Ohio University|Ohio University|Афины|Афины|Греция|Греция
ATP|ATP|Airstrip|Airstrip|Айтейп|Айтейп|Папуа - Новая Гвинея|Папуа - Новая Гвинея
ATQ|ATQ|Raja Sansi|Raja Sansi|Амритсар|Амритсар|Индия|Индия
ATR|ATR|Mouakchott|Mouakchott|Атар|Атар|Мавритания|Мавритания
ATS|ATS|Artesia|Artesia|||США|США
ATT|ATT|Atmautluak|Atmautluak|||США|США
ATU|ATU|Casco Cove|Casco Cove|||США|США
ATV|ATV|Ati|Ati|Ати|Ати|Чад|Чад
ATW|ATW|Outagamie County|Outagamie County|Эпплтон|Эпплтон|США|США
ATX|ATX|Atbasar|Atbasar|Атбасар|Атбасар|Казахстан|Казахстан
ATY|ATY|Watertown|Watertown|||США|США
ATZ|ATZ|Assiut|Assiut|Асьют|Асьют|Египет|Египет
AUA|AUA|Reina Beatrix|Reina Beatrix|||Аруба|Аруба
AUB|AUB|Itauba|Itauba|||Бразилия|Бразилия
AUC|AUC|Arauca|Arauca|Араука|Араука|Колумбия|Колумбия
AUD|AUD|Augustus Downs|Augustus Downs|||Австралия|Австралия
AUE|AUE|Abu Rudeis|Abu Rudeis|||Египет|Египет
AUF|AUF|Auxerre Branches|Auxerre Branches|||Франция|Франция
AUG|AUG|Augusta|Augusta|||США|США
AUH|AUH|Abu Dhabi International|Abu Dhabi International|Абу-Даби|Абу-Даби|ОАЭ|ОАЭ
AUI|AUI|Aua Island|Aua Island|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
AUJ|AUJ|Ambunti|Ambunti|Амбунти|Амбунти|Папуа - Новая Гвинея|Папуа - Новая Гвинея
AUK|AUK|Alakanuk|Alakanuk|||США|США
AUL|AUL|Aur Island|Aur Island|||Маршалловы острова|Маршалловы острова
AUM|AUM|Austin|Austin|Остин|Остин|США|США
AUN|AUN|Auburn|Auburn|Обурн|Обурн|США|США
AUO|AUO|Auburn-Opelika|Auburn-Opelika|Обурн|Обурн|США|США
AUP|AUP|Agaun|Agaun|Агаун|Агаун|Папуа - Новая Гвинея|Папуа - Новая Гвинея
AUQ|AUQ|Atuona|Atuona|||Французская Полинезия|Французская Полинезия
AUR|AUR|Aurillac|Aurillac|Орийак|Орийак|Франция|Франция
AUT|AUT|Atauro|Atauro|Атауро|Атауро|Индонезия|Индонезия
AUU|AUU|Aurukun Mission|Aurukun Mission|||Австралия|Австралия
AUV|AUV|Aumo|Aumo|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
AUW|AUW|Municipal|Municipal|||США|США
AUX|AUX|Araguaina|Araguaina|||Бразилия|Бразилия
AUY|AUY|Aneityum|Aneityum|Анейтьюм|Анейтьюм|Вануату|Вануату
AUZ|AUZ|Municipal Airport|Municipal Airport|||США|США
AVA|AVA|An Shun/Huang Guo Shu|An Shun/Huang Guo Shu|||Китай|Китай
AVB|AVB|Aviano|Aviano|||Италия|Италия
AVF|AVF|Avoriaz|Avoriaz|Аворьяз|Аворьяз|Франция|Франция
AVG|AVG|Auvergne|Auvergne|Овернь|Овернь|Австралия|Австралия
AVI|AVI|Maximo Gomez|Maximo Gomez|||Куба|Куба
AVK|AVK|Arvaikheer|Arvaikheer|||Монголия|Монголия
AVL|AVL|Asheville Regional Airport|Asheville Regional Airport|||США|США
AVN|AVN|Avignon-Caum|Avignon-Caum|Авиньон|Авиньон|Франция|Франция
AVO|AVO|Municipal|Municipal|||США|США
AVP|AVP|Wilkes-Barre/Scranton International Airport|Wilkes-Barre/Scranton International Airport|||США|США
AVU|AVU|Avu Avu|Avu Avu|Аву-Аву|Аву-Аву|Соломоновы острова|Соломоновы острова
AVV|AVV|Avalon|Avalon|Гелонг|Гелонг|Австралия|Австралия
AVW|AVW|Avra Valley|Avra Valley|Туксон|Туксон|США|США
AVX|AVX|Avalon Bay|Avalon Bay|||США|США
AWA|AWA|Awassa|Awassa|Авасса|Авасса|Эфиопия|Эфиопия
AWB|AWB|Awaba|Awaba|Аваба|Аваба|Папуа - Новая Гвинея|Папуа - Новая Гвинея
AWD|AWD|Aniwa|Aniwa|Анива|Анива|Вануату|Вануату
AWE|AWE|Alowe|Alowe|Алове|Алове|Габон|Габон
AWH|AWH|Awareh|Awareh|Аварех|Аварех|Эфиопия|Эфиопия
AWK|AWK|Wake Island|Wake Island|||Внешние малые острова США|Внешние малые острова США
AWM|AWM|Municipal|Municipal|||США|США
AWN|AWN|Alton Downs|Alton Downs|||Австралия|Австралия
AWP|AWP|Austral Downs|Austral Downs|||Австралия|Австралия
AWR|AWR|Awar|Awar|Авар|Авар|Папуа - Новая Гвинея|Папуа - Новая Гвинея
AWZ|AWZ|Ahwaz|Ahwaz|Ахваз|Ахваз|Иран|Иран
AXA|AXA|Wallblake|Wallblake|||Ангилья|Ангилья
AXB|AXB|Alexandria Bay|Alexandria Bay|||США|США
AXC|AXC|Aramac|Aramac|||Австралия|Австралия
AXD|AXD|Dimokritos|Dimokritos|Александрополи|Александрополи|Греция|Греция
AXE|AXE|Xanxere|Xanxere|||Бразилия|Бразилия
AXG|AXG|Algona|Algona|||США|США
AXK|AXK|Ataq|Ataq|Атак|Атак|Йемен|Йемен
AXL|AXL|Alexandria|Alexandria|Александрия|Александрия|Австралия|Австралия
AXM|AXM|El Eden|El Eden|Армения|Армения|Колумбия|Колумбия
AXN|AXN|Alexandria|Alexandria|Александрия|Александрия|США|США
AXP|AXP|Springpoint Arpt|Springpoint Arpt|||Теркс и Кайкос|Теркс и Кайкос
AXR|AXR|Arutua|Arutua|||Французская Полинезия|Французская Полинезия
AXS|AXS|Municipal|Municipal|||США|США
AXT|AXT|Akita|Akita|Акита|Акита|Япония|Япония
AXU|AXU|Axum|Axum|Аксум|Аксум|Эфиопия|Эфиопия
AXV|AXV|Neil Armstrong|Neil Armstrong|||США|США
AXX|AXX|Angel Fire|Angel Fire|||США|США
AYA|AYA|Ayapel|Ayapel|Айапел|Айапел|Колумбия|Колумбия
AYC|AYC|Ayacucho|Ayacucho|Аякучо|Аякучо|Перу|Перу
AYD|AYD|Alroy Downs|Alroy Downs|||Австралия|Австралия
AYE|AYE|AAF Heliport|AAF Heliport|||Гаити|Гаити
AYG|AYG|Yaguara|Yaguara|Ягуара|Ягуара|Колумбия|Колумбия
AYH|AYH|RAF Station|RAF Station|||Великобритания|Великобритания
AYI|AYI|Yari|Yari|Яри|Яри|Колумбия|Колумбия
AYK|AYK|Arkalyk|Arkalyk|Аркалык|Аркалык|Казахстан|Казахстан
AYL|AYL|Anthony Lagoon|Anthony Lagoon|||Австралия|Австралия
AYN|AYN|Anyang|Anyang|Аньян|Аньян|Китай|Китай
AYO|AYO|Ayolas|Ayolas|||Уганда|Уганда
AYP|AYP|Yanamilla|Yanamilla|Аякучо|Аякучо|Перу|Перу
AYQ|AYQ|Connellan|Connellan|Айерс Рок|Айерс Рок|Австралия|Австралия
AYR|AYR|Ayr|Ayr|Эйр|Эйр|Австралия|Австралия
AYS|AYS|Ware County|Ware County|||США|США
AYT|AYT|Antalya|Antalya|Анталия|Анталия|Турция|Турция
AYU|AYU|Aiyura|Aiyura|Айюра|Айюра|Папуа - Новая Гвинея|Папуа - Новая Гвинея
AYW|AYW|Ayawasi|Ayawasi|Аяваси|Аяваси|Индонезия|Индонезия
AYZ|AYZ|Zahns|Zahns|||США|США
AZB|AZB|Amazon Bay|Amazon Bay|Амазон-Бей|Амазон-Бей|Папуа - Новая Гвинея|Папуа - Новая Гвинея
AZD|AZD|Yazd|Yazd|Язд|Язд|Иран|Иран
AZG|AZG|Apatzingan|Apatzingan|Апацинган|Апацинган|Мексика|Мексика
AZI|AZI|Bateen|Bateen|Абу-Даби|Абу-Даби|ОАЭ|ОАЭ
AZN|AZN|Andizhan|Andizhan|Андижан|Андижан|Узбекистан|Узбекистан
AZO|AZO|Kalamazoo/Battle Creek Intl|Kalamazoo/Battle Creek Intl|Каламазу|Каламазу|США|США
AZP|AZP|Atizapan|Atizapan|Мексико Сити|Мексико Сити|Мексика|Мексика
AZR|AZR|Adrar|Adrar|||Алжир|Алжир
AZT|AZT|Zapatoca|Zapatoca|Запатока|Запатока|Колумбия|Колумбия
AZZ|AZZ|Ambriz|Ambriz|||Ангола|Ангола
BAA|BAA|Bialla|Bialla|Биалла|Биалла|Папуа - Новая Гвинея|Папуа - Новая Гвинея
BAB|BAB|Beale AFB|Beale AFB|||США|США
BAC|BAC|Barranca De Upia|Barranca De Upia|||Колумбия|Колумбия
BAD|BAD|Barksdale AFB|Barksdale AFB|Шревспорт|Шревспорт|США|США
BAE|BAE|Barcelonnette|Barcelonnette|Барселонетта|Барселонетта|Франция|Франция
BAF|BAF|Barnes|Barnes|||США|США
BAG|BAG|Loakan|Loakan|Багуйо|Багуйо|Филиппины|Филиппины
BAH|BAH|Bahrain International|Bahrain International|||Бахрейн|Бахрейн
BAI|BAI|Buenos Aires|Buenos Aires|Буэнос-Айрес|Буэнос-Айрес|Коста-Рика|Коста-Рика
BAJ|BAJ|Bali|Bali|Бали|Бали|Папуа - Новая Гвинея|Папуа - Новая Гвинея
BAL|BAL|Batman|Batman|||Турция|Турция
BAM|BAM|Lander County|Lander County|||США|США
BAN|BAN|Basongo|Basongo|Базонго|Базонго|Демократическая республика Конго|Демократическая республика Конго
BAO|BAO|Udorn|Udorn|||Таиланд|Таиланд
BAP|BAP|Baibara|Baibara|Байбара|Байбара|Папуа - Новая Гвинея|Папуа - Новая Гвинея
BAQ|BAQ|E Cortissoz|E Cortissoz|Барранкуилла|Барранкуилла|Колумбия|Колумбия
BAR|BAR|Baker Aaf|Baker Aaf|Бейкер-Айленд, шт. Аляска|Бейкер-Айленд, шт. Аляска|США|США
BAS|BAS|Balalae|Balalae|Балале|Балале|Соломоновы острова|Соломоновы острова
BAT|BAT|Airport Chafei Amsei|Airport Chafei Amsei|||Бразилия|Бразилия
BAU|BAU|Bauru|Bauru|||Бразилия|Бразилия
BAV|BAV|Baotou|Baotou|Баотоу|Баотоу|Китай|Китай
BAW|BAW|Biawonque|Biawonque|Биавонке|Биавонке|Габон|Габон
BAX|BAX|Barnaul|Barnaul|Барнаул|Барнаул|Россия|Россия
BAY|BAY|Baia Mare|Baia Mare|Байя Маре|Байя Маре|Румыния|Румыния
BAZ|BAZ|Barbelos|Barbelos|||Бразилия|Бразилия
BBA|BBA|Teniente Vidal|Teniente Vidal|Балмаседа|Балмаседа|Чили|Чили
BBB|BBB|Municipal|Municipal|||США|США
BBC|BBC|Bay City|Bay City|Бэй Сити|Бэй Сити|США|США
BBD|BBD|Curtis Field|Curtis Field|||США|США
BBE|BBE|Big Bell|Big Bell|||Австралия|Австралия
BBF|BBF|Burlington|Burlington|||США|США
BBG|BBG|Butaritari|Butaritari|Бутаритари|Бутаритари|Кирибати|Кирибати
BBH|BBH|Barth|Barth|Барт|Барт|Германия|Германия
BBI|BBI|Bhubaneswar|Bhubaneswar|Бхубанесвар|Бхубанесвар|Индия|Индия
